period,reporterDesc,partnerDesc,cmdCode,qty,altQty,netWgt,Merge_qty,primaryValue
2022,Nigeria,Switzerland,7108,18910.459,0,18910.459,18910.459,"$146,221,268.79"
2022,Nigeria,United Arab Emirates,7108,350,350,350,350,"$3,765,865.24"
2022,Nigeria,World,710811,18927.309,190119.019,18927.309,18927.309,"$146,820,803.19"
2022,Nigeria,Switzerland,710811,18907.309,190099.019,18907.309,18907.309,"$146,041,270.09"
2022,Nigeria,United Arab Emirates,710811,20,20,20,20,"$779,533.10"
2022,Nigeria,World,710812,100,100,100,100,"$974,415.79"
2022,Nigeria,United Arab Emirates,710812,100,100,100,100,"$974,415.79"
2022,Nigeria,World,710813,333.15,333.15,333.15,333.15,"$2,240,635.87"
2022,Nigeria,Rep. of Korea,710813,100,100,100,100,"$48,720.82"
2022,Nigeria,Switzerland,710813,3.15,3.15,3.15,3.15,"$179,998.70"
2022,Nigeria,United Arab Emirates,710813,230,230,230,230,"$2,011,916.35"
2023,Ghana,World,7108,3096800.517,0,141141.316,3096800.517,"$7,654,649,969.93"
2023,Ghana,China,7108,4050.15,4050.15,139.02,4050.15,"$8,060,537.17"
2023,Ghana,Faeroe Isds,7108,393.478,393.478,12.59,393.478,"$715,977.55"
2023,Ghana,Germany,7108,1794.85,1794.85,65.254,1794.85,"$3,620,365.55"
2023,Ghana,"China, Hong Kong SAR",7108,9604.148,9604.148,415.353,9604.148,"$25,374,969.81"
2023,Ghana,Rep. of Korea,7108,7,7,212,7,"$13,026,947.07"
2023,Ghana,India,7108,331213.82,331213.82,17182.419,331213.82,"$952,333,155.86"
2023,Ghana,Singapore,7108,2,2,1,2,"$76,423.68"
2023,Ghana,South Africa,7108,950553.621,0,31732.149,950553.621,"$1,664,744,564.31"
2023,Ghana,Switzerland,7108,1713586.6,1713586.6,59570.13,1713586.6,"$3,075,132,519.76"
2023,Ghana,United Arab Emirates,7108,64604.39,443128.61,27756.401,64604.39,"$1,667,459,102.62"
2023,Ghana,Türkiye,7108,20990.46,20990.46,4055,20990.46,"$244,105,406.55"
2023,Ghana,World,710812,2142.14,2142.14,388.379,2142.14,"$22,476,662.45"
2023,Ghana,"China, Hong Kong SAR",710812,1,1,110,1,"$7,289,541.49"
2023,Ghana,Rep. of Korea,710812,7,7,212,7,"$13,026,947.07"
2023,Ghana,India,710812,2134.14,2134.14,66.379,2134.14,"$2,160,173.89"
2023,Ghana,World,710813,3094658.377,3487063.476,140752.937,3094658.377,"$7,632,173,307.48"
2023,Ghana,China,710813,4050.15,4050.15,139.02,4050.15,"$8,060,537.17"
2023,Ghana,Faeroe Isds,710813,393.478,393.478,12.59,393.478,"$715,977.55"
2023,Ghana,Germany,710813,1794.85,1794.85,65.254,1794.85,"$3,620,365.55"
2023,Ghana,"China, Hong Kong SAR",710813,9603.148,9603.148,305.353,9603.148,"$18,085,428.32"
2023,Ghana,India,710813,329079.68,329079.68,17116.04,329079.68,"$950,172,981.97"
2023,Ghana,Singapore,710813,2,2,1,2,"$76,423.68"
2023,Ghana,South Africa,710813,950553.621,964434.5,31732.149,950553.621,"$1,664,744,564.31"
2023,Ghana,Switzerland,710813,1713586.6,1713586.6,59570.13,1713586.6,"$3,075,132,519.76"
2023,Ghana,United Arab Emirates,710813,64604.39,443128.61,27756.401,64604.39,"$1,667,459,102.62"
2023,Ghana,Türkiye,710813,20990.46,20990.46,4055,20990.46,"$244,105,406.55"
2023,Nigeria,World,7108,3217.799,0,3217.799,3217.799,"$141,061,875.64"
2023,Nigeria,Switzerland,7108,3217.799,0,3217.799,3217.799,"$141,061,875.64"
2023,Nigeria,World,710811,3217.799,929961.8,3217.799,3217.799,"$141,061,875.64"
2023,Nigeria,Switzerland,710811,3217.799,929961.8,3217.799,3217.799,"$141,061,875.64"
